player_name,position,signing_team,previous_team,contract_value,aav,contract_years,signing_year,signing_date,contract_type
Nicolas Aube-Kubel,RW,Philadelphia Flyers,NA,2775000,925000,3,2014,2014-10-05,RFA
Nicolas Deslauriers,LW,Buffalo Sabres,Buffalo Sabres,1275000,637500,2,2014,2014-05-26,other
Nikolaj Ehlers,"LW, RW",Winnipeg Jets,NA,4875000,1625000,3,2014,2014-09-07,RFA
Nino Niederreiter,RW,Minnesota Wild,Minnesota Wild,8000000,2666667,3,2014,2014-09-20,other
Ondrej Palat,LW,Tampa Bay Lightning,Tampa Bay Lightning,10000000,3333333,3,2014,2014-06-09,other
Oscar Dansk,G,Columbus Blue Jackets,NA,2775000,925000,3,2014,2014-05-26,other
Oskar Sundqvist,C,Pittsburgh Penguins,NA,2775000,925000,3,2014,2014-06-05,RFA
Pat Maroon,"RW, LW",Anaheim Ducks,Anaheim Ducks,6000000,2000000,3,2014,2014-08-12,UFA
Patrick Brown,"RW, LW, C",Carolina Hurricanes,NA,1315000,657500,2,2014,2014-05-26,other
Patrick Kane,"RW, LW",Chicago Blackhawks,Chicago Blackhawks,84000000,10500000,8,2014,2014-07-09,UFA
Petr Mrazek,G,Detroit Red Wings,Detroit Red Wings,737500,737500,1,2014,2014-07-01,other
Pheonix Copley,G,Washington Capitals,NA,1850000,925000,2,2014,2014-03-19,other
Phillip Di Giuseppe,LW,Carolina Hurricanes,NA,2775000,925000,3,2014,2014-03-26,RFA
Reilly Smith,"RW, LW",Boston Bruins,Boston Bruins,1400000,1400000,1,2014,2014-09-28,other
Robby Fabbri,"LW, RW, C",St. Louis Blues,NA,3412500,925000,3,2014,2014-09-07,other
Robert Hagg,"LD, RD",Philadelphia Flyers,NA,2775000,925000,3,2014,2014-03-21,RFA
Ryan Ellis,RD,Nashville Predators,Nashville Predators,12500000,2500000,5,2014,2014-10-05,UFA
Ryan Graves,"LD, RD",New York Rangers,NA,2540000,850000,3,2014,2014-03-17,RFA
Ryan Johansen,C,Columbus Blue Jackets,Columbus Blue Jackets,12000000,4000000,3,2014,2014-10-06,other
Ryan O'Reilly,C,Colorado Avalanche,Colorado Avalanche,12000000,6000000,2,2014,2014-07-23,UFA
Ryan Reaves,"RW, LW",St. Louis Blues,St. Louis Blues,4500000,1125000,4,2014,2014-01-09,UFA
Sam Bennett,C,Calgary Flames,NA,9675000,3225000,3,2014,2014-07-26,RFA
Sam Reinhart,"LW, RW, C",Buffalo Sabres,NA,10725000,3575000,3,2014,2014-07-12,RFA
Semyon Varlamov,G,Colorado Avalanche,Colorado Avalanche,29500000,5900000,5,2014,2014-01-30,UFA
Shayne Gostisbehere,"LD, RD",Philadelphia Flyers,NA,4262500,1420833,3,2014,2014-05-26,other
Sonny Milano,"LW, RW",Columbus Blue Jackets,NA,3882500,1325000,3,2014,2014-09-20,RFA
Spencer Martin,G,Colorado Avalanche,NA,2775000,728333,3,2014,2014-10-17,RFA
T.J. Tynan,C,Columbus Blue Jackets,NA,1850000,925000,2,2014,2014-04-01,other
TJ Brodie,"RD, LD",Calgary Flames,Calgary Flames,23252000,4650400,5,2014,2014-10-20,UFA
Tomas Nosek,"C, LW",Detroit Red Wings,NA,1850000,925000,2,2014,2014-06-18,other
Tomas Tatar,"RW, LW",Detroit Red Wings,Detroit Red Wings,8250000,2750000,3,2014,2014-07-27,other
Tony DeAngelo,"RD, LD",Tampa Bay Lightning,NA,2775000,925000,3,2014,2014-12-02,RFA
Torey Krug,LD,Boston Bruins,Boston Bruins,1400000,1400000,1,2014,2014-10-05,other
Travis Sanheim,"RD, LD",Philadelphia Flyers,NA,2775000,1325000,3,2014,2014-10-05,RFA
Trevor Lewis,"C, RW, LW",Los Angeles Kings,Los Angeles Kings,3050000,1525000,2,2014,2014-04-08,UFA
Trevor van Riemsdyk,"RD, LD",Chicago Blackhawks,NA,1850000,925000,2,2014,2014-03-26,other
Tyler Bertuzzi,LW,Detroit Red Wings,NA,2732500,925000,3,2014,2014-10-17,RFA
Tyler Pitlick,"RW, C",Edmonton Oilers,Edmonton Oilers,725000,725000,1,2014,2014-07-15,other
Tyson Barrie,"RD, LD",Colorado Avalanche,Colorado Avalanche,5200000,2600000,2,2014,2014-09-07,other
Viktor Arvidsson,"RW, LW",Nashville Predators,NA,1950000,650000,3,2014,2014-07-15,other
Vitek Vanecek,G,Washington Capitals,NA,2775000,925000,3,2014,2014-07-15,RFA
William Nylander,RW,Toronto Maple Leafs,NA,5232500,1775000,3,2014,2014-08-18,RFA
Yanni Gourde,"C, LW",Tampa Bay Lightning,NA,1175000,587500,2,2014,2014-03-10,other
Zac Dalpe,C,Buffalo Sabres,Vancouver Canucks,700000,700000,1,2014,2014-07-15,other
Adam Larsson,"RD, LD",New Jersey Devils,New Jersey Devils,25000000,4166666,6,2015,2015-07-25,UFA
Adrian Kempe,"LW, RW",Los Angeles Kings,NA,2775000,925000,3,2015,2015-04-15,RFA
Alex Nedeljkovic,G,Carolina Hurricanes,NA,2775000,925000,3,2015,2015-03-28,RFA
Alexander Petrovic,RD,Florida Panthers,Florida Panthers,2100000,1050000,2,2015,2015-07-15,other
Alexandre Carrier,RD,Nashville Predators,NA,2070000,693333,3,2015,2015-11-12,RFA
Anders Lee,"LW, RW",New York Islanders,New York Islanders,15000000,3750000,4,2015,2015-06-30,UFA
Andrew Agozzino,LW,Colorado Avalanche,Colorado Avalanche,600000,600000,1,2015,2015-07-16,other
Andrew Copp,"C, RW",Winnipeg Jets,Winnipeg Jets,2775000,925000,3,2015,2015-03-28,other
Anthony Beauvillier,LW,New York Islanders,NA,2775000,1137500,3,2015,2015-10-23,RFA
Anthony Richard,"RW, LW, C",Nashville Predators,NA,2080000,693333,3,2015,2015-11-13,RFA
Anton Blidh,LW,Boston Bruins,NA,2775000,925000,3,2015,2015-05-28,RFA
Artemi Panarin,"RW, LW",Chicago Blackhawks,NA,7000000,3500000,2,2015,2015-04-29,other
Ben Chiarot,"LD, RD",Winnipeg Jets,Winnipeg Jets,1700000,850000,2,2015,2015-06-18,other
Ben Hutton,"LD, RD",Vancouver Canucks,NA,1850000,925000,2,2015,2015-03-16,other
Blake Coleman,"RW, LW",New Jersey Devils,NA,1850000,925000,2,2015,2015-07-01,other
Brady Skjei,LD,New York Rangers,NA,2775000,925000,3,2015,2015-04-01,other
Brandon Carlo,RD,Boston Bruins,NA,2775000,925000,3,2015,2015-09-25,RFA
Brandon Halverson,G,New York Rangers,NA,2775000,925000,3,2015,2015-07-01,other
Brandon Montour,RD,Anaheim Ducks,NA,2775000,925000,3,2015,2015-03-16,other
Brandon Saad,LW,Columbus Blue Jackets,Chicago Blackhawks,36000000,6000000,6,2015,2015-07-03,UFA
Brayden Point,"C, RW",Tampa Bay Lightning,NA,2775000,925000,3,2015,2015-03-28,RFA
Brendan Smith,"LD, RD",Detroit Red Wings,Detroit Red Wings,5500000,2750000,2,2015,2015-06-30,UFA
Brenden Dillon,"LD, RD",San Jose Sharks,Dallas Stars,16350000,3270000,5,2015,2015-06-29,UFA
Brett Pesce,RD,Carolina Hurricanes,NA,2775000,925000,3,2015,2015-03-28,RFA
Brian Dumoulin,LD,Pittsburgh Penguins,Pittsburgh Penguins,1600000,800000,2,2015,2015-07-09,other
Brock Nelson,"C, LW",New York Islanders,New York Islanders,7500000,2500000,3,2015,2015-09-16,other
Calle Jarnkrok,"RW, LW, C",Nashville Predators,Nashville Predators,735000,735000,1,2015,2015-07-17,other
Calvin Pickard,G,Colorado Avalanche,Colorado Avalanche,850000,850500,1,2015,2015-08-06,other
Cam Atkinson,"RW, LW",Columbus Blue Jackets,Columbus Blue Jackets,10500000,3500000,3,2015,2015-03-02,UFA
Chris Tanev,RD,Vancouver Canucks,Vancouver Canucks,22250000,4450000,5,2015,2015-03-24,UFA
Chris Wagner,"C, RW",Anaheim Ducks,Anaheim Ducks,600000,600000,1,2015,2015-07-16,other
Christian Dvorak,C,Arizona Coyotes,NA,3412500,1082500,3,2015,2015-04-19,RFA
Christian Fischer,"RW, C",Arizona Coyotes,NA,2775000,1137500,3,2015,2015-08-20,RFA
Colton Parayko,RD,St. Louis Blues,NA,1850000,925000,2,2015,2015-03-10,other
Connor McDavid,"C, RW",Edmonton Oilers,NA,11325000,3775000,3,2015,2015-07-03,RFA
Conor Garland,"RW, LW",Arizona Coyotes,NA,2550000,833333,3,2015,2015-12-23,RFA
Conor Sheary,"LW, C, RW",Pittsburgh Penguins,NA,1850000,925000,2,2015,2015-07-01,other
Craig Smith,"RW, LW, C",Nashville Predators,Nashville Predators,21250000,4250000,5,2015,2015-07-20,UFA
Dakota Mermis,"LD, RD",Arizona Coyotes,NA,1880000,626667,3,2015,2015-07-01,other
Daniel Sprong,RW,Pittsburgh Penguins,NA,2775000,925000,3,2015,2015-08-28,other
David Savard,"RD, LD",Columbus Blue Jackets,Columbus Blue Jackets,21250000,4250000,5,2015,2015-09-08,UFA
Derek Ryan,"C, RW",Carolina Hurricanes,NA,600000,600000,1,2015,2015-06-15,UFA
Devin Shore,"LW, C",Dallas Stars,NA,2775000,925000,3,2015,2015-03-10,other
Dougie Hamilton,RD,Calgary Flames,Boston Bruins,34500000,5750000,6,2015,2015-06-30,UFA
Dylan Larkin,C,Detroit Red Wings,NA,4275000,1425000,3,2015,2015-05-21,RFA
Dylan McIlrath,RD,New York Rangers,New York Rangers,600000,600000,1,2015,2015-07-15,other
Dylan Strome,C,Arizona Coyotes,NA,10200000,3400000,3,2015,2015-07-06,RFA
Dysin Mayo,RD,Arizona Coyotes,NA,2400000,800000,3,2015,2015-12-26,RFA
Elias Lindholm,"C, RW, LW",Carolina Hurricanes,Carolina Hurricanes,5400000,2700000,2,2015,2015-08-27,other
Erik Cernak,"RD, LD",Los Angeles Kings,NA,2775000,925000,3,2015,2015-07-14,RFA
Erik Gustafsson,LD,Chicago Blackhawks,NA,1850000,925000,2,2015,2015-05-16,other
Erik Haula,"C, LW",Minnesota Wild,Minnesota Wild,2000000,1000000,2,2015,2015-08-02,other
Erik Johnson,RD,Colorado Avalanche,Colorado Avalanche,42000000,6000000,7,2015,2015-09-22,UFA
Evan Rodrigues,"RW, LW, C",Buffalo Sabres,NA,1850000,925000,2,2015,2015-04-22,other
Frank Vatrano,"RW, LW",Boston Bruins,NA,2775000,925000,3,2015,2015-03-15,other
Garnet Hathaway,RW,Calgary Flames,NA,1550000,775000,2,2015,2015-04-13,other
Guillaume Brisebois,LD,Vancouver Canucks,NA,2850000,925000,3,2015,2015-12-10,RFA
Gustav Nyquist,"RW, C",Detroit Red Wings,Detroit Red Wings,19000000,4750000,4,2015,2015-07-10,UFA
Ian Cole,"LD, RD",Pittsburgh Penguins,St. Louis Blues,6300000,2100000,3,2015,2015-06-29,UFA
Ivan Provorov,"LD, RD",Philadelphia Flyers,NA,5325000,1775000,3,2015,2015-07-03,RFA
J.T. Miller,"C, LW",New York Rangers,New York Rangers,874000,874000,1,2015,2015-07-15,other
Jaccob Slavin,LD,Carolina Hurricanes,NA,2497500,925000,3,2015,2015-07-01,other
Jack Campbell,G,Dallas Stars,Dallas Stars,650000,650000,1,2015,2015-06-17,other
Jack Eichel,"C, LW",Buffalo Sabres,NA,11325000,3775000,3,2015,2015-07-01,RFA
Jacob Markstrom,G,Vancouver Canucks,Vancouver Canucks,3100000,1550000,2,2015,2015-06-29,UFA
Jake Allen,G,St. Louis Blues,St. Louis Blues,4700000,2350000,2,2015,2015-07-03,other
Jake DeBrusk,"RW, LW",Boston Bruins,NA,4050000,1350000,3,2015,2015-11-12,RFA
Jamie Oleksiak,"LD, RD",Dallas Stars,Dallas Stars,875000,875000,1,2015,2015-07-09,other
Jared Spurgeon,RD,Minnesota Wild,Minnesota Wild,20750000,5187500,4,2015,2015-12-21,UFA
Jarred Tinordi,LD,Montreal Canadiens,Montréal Canadiens,850500,850500,1,2015,2015-07-16,other
Jean-Gabriel Pageau,C,Ottawa Senators,Ottawa Senators,1800000,900000,2,2015,2015-06-18,other
Jeff Petry,RD,Montreal Canadiens,Edmonton Oilers,33000000,5500000,6,2015,2015-06-02,UFA
Jeremy Lauzon,"LD, RD",Boston Bruins,NA,2775000,925000,3,2015,2015-11-12,RFA
Jesper Fast,"RW, LW",New York Rangers,New York Rangers,1900000,950000,2,2015,2015-07-16,other
Joel Eriksson Ek,C,Minnesota Wild,NA,3412500,1137500,3,2015,2015-07-13,RFA
Joel Hanley,"LD, RD",Montreal Canadiens,NA,925000,925000,1,2015,2015-07-01,other
John Gibson,G,Anaheim Ducks,Anaheim Ducks,6900000,2300000,3,2015,2015-09-21,other
John Klingberg,"RD, LD",Dallas Stars,Dallas Stars,29750000,4250000,7,2015,2015-04-17,UFA
Jonas Siegenthaler,"LD, RD",Washington Capitals,NA,2775000,925000,3,2015,2015-07-30,RFA
Jonathan Huberdeau,"RW, LW",Florida Panthers,Florida Panthers,6500000,3250000,2,2015,2015-09-17,other
Jonathan Marchessault,"RW, C",Tampa Bay Lightning,Tampa Bay Lightning,600000,600000,1,2015,2015-06-28,other
Jonny Brodzinski,"RW, C, LW",Los Angeles Kings,NA,1850000,925000,2,2015,2015-04-01,other
Jordan Martinook,LW,Arizona Coyotes,Arizona Coyotes,1225000,612500,2,2015,2015-07-20,other
Joseph LaBate,C,Vancouver Canucks,NA,1600000,800000,2,2015,2015-05-16,other
Josh Brown,"RD, LD",Florida Panthers,NA,1975000,658333,3,2015,2015-04-09,other
Josh Manson,RD,Anaheim Ducks,Anaheim Ducks,1650000,825000,2,2015,2015-07-22,other
Juuse Saros,G,Nashville Predators,NA,2775000,925000,3,2015,2015-06-16,RFA
Keegan Kolesar,RW,Columbus Blue Jackets,NA,2775000,925000,3,2015,2015-12-20,RFA
Kevin Gravel,LD,Los Angeles Kings,NA,1335000,667500,2,2015,2015-06-17,other
Kyle Burroughs,"RD, LD",New York Islanders,NA,1890000,630000,3,2015,2015-04-08,RFA
Lawson Crouse,"LW, RW",Florida Panthers,NA,4900000,1633333,3,2015,2015-07-15,RFA
Louis Domingue,G,Arizona Coyotes,Arizona Coyotes,605000,605000,1,2015,2015-09-05,other
Mackenzie Blackwood,G,New Jersey Devils,NA,2775000,925000,3,2015,2015-12-30,RFA
Magnus Hellberg,G,New York Rangers,Nashville Predators,1250000,625000,2,2015,2015-07-10,other
Marcus Johansson,"LW, RW",Washington Capitals,Washington Capitals,3750000,3750000,1,2015,2015-07-31,other
Marcus Pettersson,LD,Anaheim Ducks,NA,2775000,925000,3,2015,2015-06-12,RFA
Mark Stone,RW,Ottawa Senators,Ottawa Senators,10500000,3500000,3,2015,2015-06-25,other
Mason Geertsen,LW,Colorado Avalanche,NA,2025000,750000,3,2015,2015-03-24,RFA
Mathew Barzal,"RW, C, LW",New York Islanders,NA,2775000,1325000,3,2015,2015-09-10,RFA
Mats Zuccarello,"RW, LW",New York Rangers,New York Rangers,18000000,4500000,4,2015,2015-03-02,UFA
Mattias Ekholm,"LD, RD",Nashville Predators,Nashville Predators,22500000,3750000,6,2015,2015-10-26,UFA
Mattias Janmark,"LW, RW, C",Dallas Stars,NA,1600000,800000,2,2015,2015-04-27,RFA
Michael Bunting,LW,Arizona Coyotes,NA,2775000,925000,3,2015,2015-07-23,RFA
Michael Sgarbossa,"C, RW",Anaheim Ducks,Colorado Avalanche,605000,605000,1,2015,2015-07-16,other
Mika Zibanejad,C,Ottawa Senators,Ottawa Senators,5250000,2625000,2,2015,2015-06-25,other
Mikael Backlund,C,Calgary Flames,Calgary Flames,10725000,3575000,3,2015,2015-06-20,UFA
Mikael Granlund,C,Minnesota Wild,Minnesota Wild,6000000,3000000,2,2015,2015-07-01,other
Mike Matheson,LD,Florida Panthers,NA,2775000,925000,3,2015,2015-04-01,other
Mike Reilly,"LD, RD",Minnesota Wild,NA,4050000,2025000,2,2015,2015-07-01,other
Mikko Rantanen,RW,Colorado Avalanche,NA,4975000,1658333,3,2015,2015-07-14,RFA
Mitch Marner,"RW, LW",Toronto Maple Leafs,NA,2775000,1775000,3,2015,2015-07-28,RFA
Nate Schmidt,"RD, LD",Washington Capitals,Washington Capitals,1625000,812500,2,2015,2015-06-17,other
Nazem Kadri,C,Toronto Maple Leafs,Toronto Maple Leafs,4100000,4100000,1,2015,2015-07-05,other
Nic Dowd,C,Los Angeles Kings,NA,600000,600000,1,2015,2015-07-16,other
Nick Jensen,"RD, LD",Detroit Red Wings,NA,1175000,587500,2,2015,2015-07-13,other
Nick Leddy,LD,New York Islanders,New York Islanders,38500000,5500000,7,2015,2015-02-24,UFA
Noah Hanifin,LD,Carolina Hurricanes,NA,2775000,1775000,3,2015,2015-07-11,RFA
Noah Juulsen,RD,Montreal Canadiens,NA,3375000,1125000,3,2015,2015-07-09,RFA
Noel Acciari,C,Boston Bruins,NA,1850000,925000,2,2015,2015-06-03,other
Oliver Kylington,LD,Calgary Flames,NA,2775000,925000,3,2015,2015-07-15,RFA
Pavel Zacha,C,New Jersey Devils,NA,5325000,1775000,3,2015,2015-08-11,RFA
Philipp Grubauer,G,Washington Capitals,Washington Capitals,1500000,750000,2,2015,2015-06-15,other
Philippe Myers,RD,Philadelphia Flyers,NA,2110000,636667,3,2015,2015-09-21,RFA
Rasmus Andersson,RD,Calgary Flames,NA,2775000,925000,3,2015,2015-09-14,RFA
Reilly Smith,"RW, LW",Boston Bruins,Boston Bruins,6850000,3425000,2,2015,2015-03-06,other
Riley Nash,C,Carolina Hurricanes,Carolina Hurricanes,1150000,1150000,1,2015,2015-07-01,UFA
Robert Bortuzzo,RD,St. Louis Blues,Pittsburgh Penguins,2100000,1050000,2,2015,2015-07-02,UFA
Ross Johnston,"LW, RW",New York Islanders,NA,2000000,666667,3,2015,2015-03-31,other
Ryan O'Reilly,C,Buffalo Sabres,Colorado Avalanche,52500000,7500000,7,2015,2015-07-03,UFA
Sam Carrick,C,Toronto Maple Leafs,Toronto Maple Leafs,600000,600000,1,2015,2015-05-28,other
Scott Wedgewood,G,New Jersey Devils,NA,1175000,587500,2,2015,2015-06-22,other
Sean Couturier,C,Philadelphia Flyers,Philadelphia Flyers,26000000,4333333,6,2015,2015-07-28,UFA
Sergei Bobrovsky,G,Columbus Blue Jackets,Columbus Blue Jackets,29700000,7425000,4,2015,2015-01-11,UFA
Tanner Pearson,"LW, RW",Los Angeles Kings,Los Angeles Kings,2800000,1400000,2,2015,2015-04-02,other
Thomas Chabot,"RD, LD",Ottawa Senators,NA,3855000,1285000,3,2015,2015-09-30,RFA
Timo Meier,"RW, C, LW",San Jose Sharks,NA,5025000,1675000,3,2015,2015-07-07,RFA
Torey Krug,LD,Boston Bruins,Boston Bruins,3400000,3400000,1,2015,2015-03-06,other
Travis Boyd,"RW, C",Washington Capitals,NA,1850000,925000,2,2015,2015-04-01,other
Travis Dermott,"LD, RD",Toronto Maple Leafs,NA,2775000,925000,3,2015,2015-07-22,RFA
Travis Konecny,"RW, LW",Philadelphia Flyers,NA,3412500,1137500,3,2015,2015-07-16,RFA
Trevor van Riemsdyk,"RD, LD",Chicago Blackhawks,Chicago Blackhawks,1650000,825000,2,2015,2015-07-07,other
Troy Grosenick,G,San Jose Sharks,San Jose Sharks,1200000,600000,2,2015,2015-06-26,UFA
Tyler Pitlick,"RW, C",Edmonton Oilers,Edmonton Oilers,761250,761250,1,2015,2015-07-16,other
Tyler Toffoli,"RW, C",Los Angeles Kings,Los Angeles Kings,6500000,3250000,2,2015,2015-06-26,other
Vince Dunn,"LD, RD",St. Louis Blues,NA,2775000,925000,3,2015,2015-09-24,RFA
Vinnie Hinostroza,"RW, C",Chicago Blackhawks,NA,2775000,925000,3,2015,2015-03-22,other
Vladimir Tarasenko,"RW, LW",St. Louis Blues,St. Louis Blues,60000000,7500000,8,2015,2015-07-07,UFA
Vladislav Namestnikov,"RW, C",Tampa Bay Lightning,Tampa Bay Lightning,874125,874125,1,2015,2015-07-17,other
Yakov Trenin,"C, LW, RW",Nashville Predators,NA,2775000,925000,3,2015,2015-07-10,RFA
Zac Dalpe,C,Minnesota Wild,Buffalo Sabres,600000,600000,1,2015,2015-07-01,other
Zach Hyman,"LW, RW",Toronto Maple Leafs,NA,1800000,900000,2,2015,2015-06-24,other
A.J. Greer,LW,Colorado Avalanche,NA,2475000,825000,3,2016,2016-07-01,RFA
Aaron Ekblad,RD,Florida Panthers,Florida Panthers,60000000,7500000,8,2016,2016-07-01,UFA
Adam Lowry,C,Winnipeg Jets,Winnipeg Jets,2250000,1125000,2,2016,2016-07-14,other
Adin Hill,G,Arizona Coyotes,NA,2775000,925000,3,2016,2016-04-05,RFA
Aleksander Barkov,C,Florida Panthers,Florida Panthers,35400000,5900000,6,2016,2016-01-25,UFA
Alex DeBrincat,"RW, LW",Chicago Blackhawks,NA,2775000,925000,3,2016,2016-11-07,RFA
Alex Killorn,"LW, RW",Tampa Bay Lightning,Tampa Bay Lightning,31150000,4450000,7,2016,2016-07-17,UFA
Alex Lyon,G,Philadelphia Flyers,NA,1850000,925000,2,2016,2016-04-05,other
Alex Tuch,"RW, C",Minnesota Wild,NA,4050000,1350000,3,2016,2016-04-13,RFA
Alexander Nylander,"LW, RW",Buffalo Sabres,NA,5325000,1775000,3,2016,2016-07-15,other
Andreas Englund,LD,Ottawa Senators,NA,2775000,925000,3,2016,2016-04-06,RFA
Andrei Vasilevskiy,G,Tampa Bay Lightning,Tampa Bay Lightning,10500000,3500000,3,2016,2016-07-01,other
Andrew Agozzino,LW,St. Louis Blues,Colorado Avalanche,600000,600000,1,2016,2016-07-01,other
Andrew Mangiapane,LW,Calgary Flames,NA,2400000,800000,3,2016,2016-03-23,RFA
Andrew Poturalski,C,Carolina Hurricanes,NA,1850000,925000,2,2016,2016-03-08,other
Anthony Cirelli,"C, RW",Tampa Bay Lightning,NA,2775000,925000,3,2016,2016-05-19,RFA
Anton Forsberg,G,Columbus Blue Jackets,Columbus Blue Jackets,650000,650000,1,2016,2016-06-17,other
Anze Kopitar,C,Los Angeles Kings,Los Angeles Kings,80000000,10000000,8,2016,2016-01-16,UFA
Artemi Panarin,"RW, LW",Chicago Blackhawks,Chicago Blackhawks,12000000,6000000,2,2016,2016-12-28,UFA
Artturi Lehkonen,"LW, RW",Montreal Canadiens,NA,2775000,925000,3,2016,2016-05-08,other
Auston Matthews,C,Toronto Maple Leafs,NA,11325000,3775000,3,2016,2016-07-21,RFA
Ben Hutton,"LD, RD",Vancouver Canucks,Vancouver Canucks,5600000,2800000,2,2016,2016-11-24,other
Boone Jenner,C,Columbus Blue Jackets,Columbus Blue Jackets,5800000,2900000,2,2016,2016-02-29,other
Brad Marchand,"LW, RW, C",Boston Bruins,Boston Bruins,49000000,6125000,8,2016,2016-09-26,UFA
Brandon Gignac,C,New Jersey Devils,NA,2950000,925000,3,2016,2016-11-11,other
Brandon Tanev,"LW, RW",Winnipeg Jets,Winnipeg Jets,925000,2266250,1,2016,2016-03-30,other
Brandon Tanev,"LW, RW",Winnipeg Jets,Winnipeg Jets,874125,874125,1,2016,2016-07-21,other
Brayden McNabb,"RD, LD",Los Angeles Kings,Los Angeles Kings,3400000,1700000,2,2016,2016-06-04,UFA
Brayden Schenn,"C, LW, RW",Philadelphia Flyers,Philadelphia Flyers,20500000,5125000,4,2016,2016-07-25,UFA
Brent Burns,RD,San Jose Sharks,San Jose Sharks,64000000,8000000,8,2016,2016-11-22,UFA
Brett Howden,"LW, C",Tampa Bay Lightning,NA,2775000,925000,3,2016,2016-12-27,RFA
Bryan Rust,"RW, LW",Pittsburgh Penguins,Pittsburgh Penguins,1280000,640000,2,2016,2016-03-14,other
Caleb Jones,"RD, LD",Edmonton Oilers,NA,2400000,800000,3,2016,2016-04-06,RFA
Calle Jarnkrok,"RW, LW, C",Nashville Predators,Nashville Predators,12000000,2000000,6,2016,2016-07-27,UFA
Calvin Pickard,G,Colorado Avalanche,Colorado Avalanche,2000000,1000000,2,2016,2016-07-05,other
Cam Talbot,G,Edmonton Oilers,Edmonton Oilers,12500000,4166666,3,2016,2016-01-17,UFA
Casey Cizikas,"LW, C",New York Islanders,New York Islanders,16750000,3350000,5,2016,2016-06-02,UFA
Chad Ruhwedel,RD,Pittsburgh Penguins,Buffalo Sabres,575000,575000,1,2016,2016-07-01,UFA
Charlie Lindgren,G,Montreal Canadiens,Montréal Canadiens,1850000,925000,2,2016,2016-03-30,other
Chris Kreider,"LW, RW",New York Rangers,New York Rangers,18500000,4625000,4,2016,2016-07-22,UFA
Chris Wagner,"C, RW",Anaheim Ducks,Anaheim Ducks,1275000,637500,2,2016,2016-04-01,UFA
Clark Bishop,C,Carolina Hurricanes,NA,2140000,713333,3,2016,2016-04-04,RFA
Cody Ceci,"RD, LD",Ottawa Senators,Ottawa Senators,5600000,2800000,2,2016,2016-08-23,other
Colin Miller,RD,Boston Bruins,Boston Bruins,2000000,1000000,2,2016,2016-07-13,other
Colton Sissons,C,Nashville Predators,Nashville Predators,1875000,625000,3,2016,2016-02-22,other
Colton White,LD,New Jersey Devils,NA,2775000,925000,3,2016,2016-09-21,RFA
Connor Carrick,RD,Toronto Maple Leafs,Washington Capitals,1500000,750000,2,2016,2016-07-22,other
Connor Murphy,"RD, LD",Arizona Coyotes,Arizona Coyotes,23100000,3850000,6,2016,2016-07-28,UFA
Dan Vladar,G,Boston Bruins,NA,2775000,925000,3,2016,2016-04-26,RFA
Danton Heinen,"LW, RW",Boston Bruins,NA,2987500,995833,3,2016,2016-04-11,other
Darcy Kuemper,G,Minnesota Wild,Minnesota Wild,1550000,1550000,1,2016,2016-07-05,UFA
David Perron,"LW, RW",St. Louis Blues,Pittsburgh Penguins,7500000,3750000,2,2016,2016-07-01,UFA
David Rittich,G,Calgary Flames,NA,925000,925000,1,2016,2016-06-13,other
Derek Forbort,"LD, RD",Los Angeles Kings,Los Angeles Kings,1300000,650000,2,2016,2016-07-09,other
Derek Ryan,"C, RW",Carolina Hurricanes,Carolina Hurricanes,600000,600000,1,2016,2016-06-16,UFA
Devon Toews,LD,New York Islanders,NA,2062500,1031250,2,2016,2016-04-15,other
Dmitry Orlov,"LD, RD",Washington Capitals,Washington Capitals,2570000,2570000,1,2016,2016-09-21,other
Drake Caggiula,LW,Edmonton Oilers,NA,2700000,1350000,2,2016,2016-05-07,other
Dryden Hunt,"LW, RW",Florida Panthers,NA,2775000,925000,3,2016,2016-03-02,RFA
Dustin Tokarski,G,Anaheim Ducks,Montréal Canadiens,600000,600000,1,2016,2016-06-27,UFA
Dylan DeMelo,RD,San Jose Sharks,San Jose Sharks,1300000,650000,2,2016,2016-07-11,other
Dylan McIlrath,RD,New York Rangers,New York Rangers,800000,800000,1,2016,2016-07-15,other
Erik Gudbranson,RD,Florida Panthers,Florida Panthers,3500000,3500000,1,2016,2016-05-09,other
Ethan Bear,RD,Edmonton Oilers,NA,2165000,800000,3,2016,2016-07-02,RFA
Filip Forsberg,LW,Nashville Predators,Nashville Predators,36000000,6000000,6,2016,2016-06-27,UFA
Filip Hronek,"RD, LD",Detroit Red Wings,NA,2925000,925000,3,2016,2016-07-14,RFA
Frederick Gaudreau,"C, RW, LW",Nashville Predators,NA,1190000,595000,2,2016,2016-01-05,other
